condition_id,t,bu,au,bd,ad,su,sd,sau,sad,du,dd
0xsmoke0010,1770003185,0.76,0.78,0.22,0.24,298.4,340.7,85.9,489.0,1234.1,1683.1
0xsmoke0010,1770003190,0.69,0.71,0.29,0.31,201.5,444.5,157.2,191.3,3615.4,4370.1
0xsmoke0010,1770003195,0.75,0.77,0.23,0.25,179.6,288.9,234.9,354.2,1523.4,4275.9
0xsmoke0010,1770003200,0.76,0.78,0.22,0.24,191.3,201.3,468.5,255.2,3273.2,4688.2
0xsmoke0010,1770003205,0.78,0.8,0.2,0.22,475.8,181.5,55.7,96.2,3615.4,2216.0
0xsmoke0010,1770003210,0.82,0.84,0.16,0.18,289.8,358.5,208.7,314.3,3641.3,2195.5
0xsmoke0010,1770003215,0.76,0.78,0.22,0.24,429.6,468.2,207.6,80.2,4289.7,2512.7
0xsmoke0010,1770003220,0.76,0.78,0.22,0.24,393.3,215.6,432.6,296.5,3710.3,4482.2
0xsmoke0010,1770003225,0.77,0.79,0.21,0.23,476.3,229.3,220.4,338.1,2322.3,3683.5
0xsmoke0010,1770003230,0.84,0.86,0.14,0.16,384.1,421.6,305.4,461.5,4015.0,4356.8
0xsmoke0010,1770003235,0.84,0.86,0.14,0.16,56.9,335.6,199.8,442.8,2262.9,3847.5
0xsmoke0010,1770003240,0.8,0.82,0.18,0.2,333.3,455.3,437.9,214.9,2668.1,2909.3
0xsmoke0010,1770003245,0.92,0.94,0.06,0.08,267.8,484.0,445.9,191.5,3577.7,4768.0
0xsmoke0010,1770003250,0.89,0.91,0.09,0.11,431.8,408.8,449.0,88.0,4653.3,4914.7
0xsmoke0010,1770003255,0.94,0.96,0.04,0.06,334.9,90.5,321.1,368.8,3855.2,4355.9
0xsmoke0010,1770003260,0.87,0.89,0.11,0.13,102.2,417.6,61.6,154.9,1566.0,3988.1
0xsmoke0010,1770003265,0.88,0.9,0.1,0.12,427.0,350.6,429.3,403.7,4460.3,1742.6
0xsmoke0010,1770003270,0.93,0.95,0.05,0.07,332.8,312.3,400.0,413.9,1872.4,1044.4
0xsmoke0010,1770003275,0.88,0.9,0.1,0.12,359.2,174.6,75.6,60.4,1617.1,1730.8
0xsmoke0010,1770003280,0.94,0.96,0.04,0.06,72.8,126.7,207.5,91.5,1429.6,2471.3
0xsmoke0010,1770003285,0.87,0.89,0.11,0.13,442.2,232.3,106.7,171.1,3536.6,2333.0
0xsmoke0010,1770003290,0.97,0.99,0.01,0.03,381.6,346.5,436.8,88.5,1836.0,653.4
0xsmoke0010,1770003295,0.95,0.97,0.03,0.05,326.6,164.3,75.0,258.7,1254.7,1375.4
0xsmoke0010,1770003300,0.96,0.98,0.02,0.04,475.3,212.0,369.2,217.6,2323.7,1130.5
0xsmoke0011,1770003305,0.45,0.47,0.53,0.55,396.8,243.2,178.4,494.2,4451.7,1689.5
0xsmoke0011,1770003310,0.46,0.48,0.52,0.54,305.1,124.8,242.3,177.8,4146.4,925.5
0xsmoke0011,1770003315,0.46,0.48,0.52,0.54,156.0,199.0,84.0,460.8,4226.5,804.3
0xsmoke0011,1770003320,0.49,0.51,0.49,0.51,225.8,322.7,201.2,480.3,1481.0,4190.9
0xsmoke0011,1770003325,0.5,0.52,0.48,0.5,342.3,242.5,286.6,284.9,3316.9,806.0
0xsmoke0011,1770003330,0.54,0.56,0.44,0.46,486.9,163.9,210.5,157.9,3405.5,4927.6
0xsmoke0011,1770003335,0.5,0.52,0.48,0.5,194.6,207.3,62.2,90.4,716.2,1957.6
0xsmoke0011,1770003340,0.48,0.5,0.5,0.52,113.6,297.0,143.2,66.6,4266.5,1072.6
0xsmoke0011,1770003345,0.53,0.55,0.45,0.47,417.7,159.7,139.5,474.4,1374.5,4242.4
0xsmoke0011,1770003350,0.56,0.58,0.42,0.44,304.5,190.0,202.6,469.5,4584.9,1286.8
0xsmoke0011,1770003355,0.56,0.58,0.42,0.44,112.8,184.7,81.9,341.5,3769.2,3858.4
0xsmoke0011,1770003360,0.54,0.56,0.44,0.46,227.7,129.7,51.9,248.1,4699.8,2519.4
0xsmoke0011,1770003365,0.52,0.54,0.46,0.48,462.5,438.1,382.9,316.6,1543.2,3869.1
0xsmoke0011,1770003370,0.54,0.56,0.44,0.46,367.8,150.5,473.3,123.8,4058.4,4506.6
0xsmoke0011,1770003375,0.58,0.6,0.4,0.42,439.3,340.0,321.6,164.3,1977.7,1557.9
0xsmoke0011,1770003380,0.56,0.58,0.42,0.44,341.5,377.9,367.6,206.1,2012.6,3935.6
0xsmoke0011,1770003385,0.62,0.64,0.36,0.38,149.7,235.8,174.3,488.6,574.0,4515.7
0xsmoke0011,1770003390,0.57,0.59,0.41,0.43,199.3,356.2,216.3,336.6,2414.1,4617.6
0xsmoke0011,1770003395,0.55,0.57,0.43,0.45,415.5,309.3,217.6,485.0,1379.2,4586.8
0xsmoke0011,1770003400,0.56,0.58,0.42,0.44,432.1,324.7,330.1,467.8,2449.0,4209.7
0xsmoke0011,1770003405,0.59,0.61,0.39,0.41,436.4,248.3,343.6,91.5,824.4,983.6
0xsmoke0011,1770003410,0.55,0.57,0.43,0.45,209.8,458.8,85.6,127.6,4263.3,2383.0
0xsmoke0011,1770003415,0.54,0.56,0.44,0.46,401.4,155.5,488.1,173.7,4363.4,2658.2
0xsmoke0011,1770003420,0.54,0.56,0.44,0.46,183.3,466.3,186.2,251.7,3346.6,2995.3
0xsmoke0011,1770003425,0.58,0.6,0.4,0.42,363.2,170.5,53.9,375.6,3201.2,3035.3
0xsmoke0011,1770003430,0.48,0.5,0.5,0.52,467.8,183.7,460.4,125.6,3625.3,4736.8
0xsmoke0011,1770003435,0.52,0.54,0.46,0.48,396.6,172.9,76.6,244.0,3645.4,1775.5
0xsmoke0011,1770003440,0.53,0.55,0.45,0.47,51.0,170.5,203.7,216.9,1848.6,596.2
0xsmoke0011,1770003445,0.56,0.58,0.42,0.44,167.7,352.6,219.8,375.1,2491.2,2033.2
0xsmoke0011,1770003450,0.6,0.62,0.38,0.4,152.8,455.7,254.8,191.1,1482.5,4444.8
0xsmoke0011,1770003455,0.62,0.64,0.36,0.38,362.5,412.1,158.6,379.0,821.4,3492.1
0xsmoke0011,1770003460,0.63,0.65,0.35,0.37,347.8,152.0,209.1,351.6,4727.7,2033.2
0xsmoke0011,1770003465,0.72,0.74,0.26,0.28,106.1,352.1,452.4,57.6,2052.1,1260.2
0xsmoke0011,1770003470,0.74,0.76,0.24,0.26,109.5,80.9,395.6,499.5,3982.1,1015.7
0xsmoke0011,1770003475,0.71,0.73,0.27,0.29,284.0,454.4,389.0,77.0,2538.7,4003.9
0xsmoke0011,1770003480,0.76,0.78,0.22,0.24,350.0,485.3,490.4,426.6,3073.7,1884.1
0xsmoke0011,1770003485,0.73,0.75,0.25,0.27,125.4,338.2,397.8,436.4,4613.2,1795.4
0xsmoke0011,1770003490,0.71,0.73,0.27,0.29,138.3,294.8,476.0,390.9,2465.6,1215.7
0xsmoke0011,1770003495,0.7,0.72,0.28,0.3,453.3,395.6,181.5,225.6,3126.0,4630.5
0xsmoke0011,1770003500,0.83,0.85,0.15,0.17,238.9,77.1,51.4,159.5,4140.5,3539.1
0xsmoke0011,1770003505,0.86,0.88,0.12,0.14,234.3,169.2,394.7,269.5,815.1,3322.3
0xsmoke0011,1770003510,0.81,0.83,0.17,0.19,82.8,498.7,94.8,188.5,4894.1,4874.5
0xsmoke0011,1770003515,0.81,0.83,0.17,0.19,374.1,325.7,229.1,402.7,3355.8,1513.0
0xsmoke0011,1770003520,0.84,0.86,0.14,0.16,369.3,329.7,294.3,381.9,1106.4,693.2
0xsmoke0011,1770003525,0.8,0.82,0.18,0.2,329.2,245.5,426.1,487.2,1004.0,2204.9
0xsmoke0011,1770003530,0.81,0.83,0.17,0.19,295.9,459.3,320.0,187.2,3483.5,1980.8
0xsmoke0011,1770003535,0.86,0.88,0.12,0.14,94.4,303.8,265.4,340.5,3050.0,3077.4
0xsmoke0011,1770003540,0.86,0.88,0.12,0.14,110.1,388.2,330.7,359.9,2298.1,883.2
0xsmoke0011,1770003545,0.86,0.88,0.12,0.14,422.1,489.2,257.2,448.1,4421.8,2974.6
0xsmoke0011,1770003550,0.85,0.87,0.13,0.15,416.6,96.2,110.2,233.3,2898.0,3436.9
0xsmoke0011,1770003555,0.85,0.87,0.13,0.15,444.2,410.3,96.1,202.7,4495.5,3898.1
0xsmoke0011,1770003560,0.88,0.9,0.1,0.12,332.0,106.8,276.5,497.4,838.5,4206.0
0xsmoke0011,1770003565,0.93,0.95,0.05,0.07,490.5,436.8,79.2,339.5,4371.3,1756.6
0xsmoke0011,1770003570,0.86,0.88,0.12,0.14,164.4,142.4,199.5,181.9,4830.9,1557.5
0xsmoke0011,1770003575,0.88,0.9,0.1,0.12,268.6,361.0,486.5,326.3,4372.8,1091.4
0xsmoke0011,1770003580,0.9,0.92,0.08,0.1,127.6,442.1,318.0,111.3,4325.5,2862.5
0xsmoke0011,1770003585,0.85,0.87,0.13,0.15,86.5,458.1,281.2,439.1,838.6,3558.6
0xsmoke0011,1770003590,0.94,0.96,0.04,0.06,291.5,330.9,421.6,465.5,1250.3,4368.1
0xsmoke0011,1770003595,0.97,0.99,0.01,0.03,54.9,185.6,178.1,397.0,3021.6,2246.8
0xsmoke0011,1770003600,0.97,0.99,0.01,0.03,471.1,338.6,343.9,437.7,1817.4,4981.5
0xsmoke0012,1770003605,0.46,0.48,0.52,0.54,70.4,420.4,128.5,201.0,2808.9,1000.2
0xsmoke0012,1770003610,0.5,0.52,0.48,0.5,209.2,88.6,321.3,253.0,1218.7,4046.1
0xsmoke0012,1770003615,0.48,0.5,0.5,0.52,61.6,445.7,234.1,91.3,1800.0,1647.7
0xsmoke0012,1770003620,0.52,0.54,0.46,0.48,198.9,125.9,146.1,353.4,1212.6,596.6
0xsmoke0012,1770003625,0.48,0.5,0.5,0.52,183.0,124.3,318.8,445.8,4237.7,2617.3
0xsmoke0012,1770003630,0.5,0.52,0.48,0.5,405.7,335.6,411.2,220.4,3865.6,2852.2
0xsmoke0012,1770003635,0.55,0.57,0.43,0.45,382.6,79.7,425.1,66.2,2423.3,3159.6
0xsmoke0012,1770003640,0.55,0.57,0.43,0.45,75.9,352.2,205.2,68.4,1995.6,3382.7
0xsmoke0012,1770003645,0.56,0.58,0.42,0.44,431.7,69.3,157.6,198.3,789.0,4664.7
0xsmoke0012,1770003650,0.5,0.52,0.48,0.5,457.2,139.5,424.9,202.0,1799.5,3605.0
0xsmoke0012,1770003655,0.52,0.54,0.46,0.48,52.4,468.9,209.3,407.7,2416.0,917.3
0xsmoke0012,1770003660,0.51,0.53,0.47,0.49,126.9,86.4,58.5,230.4,1663.6,2012.0
0xsmoke0012,1770003665,0.6,0.62,0.38,0.4,423.1,367.7,159.8,387.4,3640.4,2875.8
0xsmoke0012,1770003670,0.61,0.63,0.37,0.39,143.5,238.8,174.4,448.2,2596.0,3549.6
0xsmoke0012,1770003675,0.55,0.57,0.43,0.45,329.5,122.4,193.7,465.2,707.0,1497.5
0xsmoke0012,1770003680,0.49,0.51,0.49,0.51,434.4,419.2,378.9,366.0,2181.2,776.3
0xsmoke0012,1770003685,0.59,0.61,0.39,0.41,82.7,409.3,109.0,61.0,4996.5,1253.1
0xsmoke0012,1770003690,0.64,0.66,0.34,0.36,77.7,491.4,57.5,359.6,4296.6,1833.3
0xsmoke0012,1770003695,0.6,0.62,0.38,0.4,66.7,77.4,389.5,287.8,4534.3,3346.2
0xsmoke0012,1770003700,0.53,0.55,0.45,0.47,140.8,150.6,490.4,478.5,2470.0,4077.5
0xsmoke0012,1770003705,0.57,0.59,0.41,0.43,175.0,140.0,387.0,483.2,4926.3,2107.4
0xsmoke0012,1770003710,0.62,0.64,0.36,0.38,193.6,81.5,494.5,188.2,4313.9,1609.0
0xsmoke0012,1770003715,0.53,0.55,0.45,0.47,270.1,425.2,319.7,394.7,827.9,894.3
0xsmoke0012,1770003720,0.55,0.57,0.43,0.45,444.9,459.2,369.8,319.4,721.0,4676.3
0xsmoke0012,1770003725,0.54,0.56,0.44,0.46,327.2,428.9,156.4,329.0,3573.0,3902.9
0xsmoke0012,1770003730,0.58,0.6,0.4,0.42,377.7,456.2,332.8,126.5,4634.2,959.5
0xsmoke0012,1770003735,0.52,0.54,0.46,0.48,434.7,314.9,201.0,411.6,3413.1,1031.6
0xsmoke0012,1770003740,0.6,0.62,0.38,0.4,414.8,415.0,83.4,284.7,3708.7,1964.5
0xsmoke0012,1770003745,0.54,0.56,0.44,0.46,237.7,470.7,378.6,146.0,4301.3,3504.1
0xsmoke0012,1770003750,0.6,0.62,0.38,0.4,170.9,129.7,232.1,212.0,1784.0,4431.9
0xsmoke0012,1770003755,0.65,0.67,0.33,0.35,271.7,483.2,353.2,478.4,4211.5,3354.6
0xsmoke0012,1770003760,0.65,0.67,0.33,0.35,398.7,390.8,443.1,203.0,2135.3,1611.2
0xsmoke0012,1770003765,0.67,0.69,0.31,0.33,456.7,248.9,230.5,109.6,4888.8,3523.5
0xsmoke0012,1770003770,0.72,0.74,0.26,0.28,334.5,281.3,387.0,449.1,4302.2,2057.0
0xsmoke0012,1770003775,0.72,0.74,0.26,0.28,475.2,277.8,410.9,286.2,4246.3,807.2
0xsmoke0012,1770003780,0.73,0.75,0.25,0.27,90.8,246.2,215.4,481.5,4986.5,1105.5
0xsmoke0012,1770003785,0.71,0.73,0.27,0.29,279.1,428.6,216.1,397.7,520.6,2605.0
0xsmoke0012,1770003790,0.77,0.79,0.21,0.23,163.4,185.2,238.6,273.2,2862.4,3805.5
0xsmoke0012,1770003795,0.73,0.75,0.25,0.27,482.7,351.1,165.5,310.5,2473.3,1558.0
0xsmoke0012,1770003800,0.72,0.74,0.26,0.28,153.1,292.5,79.8,294.5,2353.2,529.5
0xsmoke0012,1770003805,0.78,0.8,0.2,0.22,486.9,310.8,79.2,310.0,3667.9,1106.4
0xsmoke0012,1770003810,0.79,0.81,0.19,0.21,146.2,294.2,420.1,157.9,1127.5,1126.0
0xsmoke0012,1770003815,0.88,0.9,0.1,0.12,81.2,286.9,414.5,394.9,3515.8,549.3
0xsmoke0012,1770003820,0.83,0.85,0.15,0.17,159.5,281.8,118.3,110.9,4781.1,4462.7
0xsmoke0012,1770003825,0.77,0.79,0.21,0.23,422.5,79.7,202.5,497.3,4732.5,2603.7
0xsmoke0012,1770003830,0.8,0.82,0.18,0.2,222.2,431.9,192.3,142.8,1150.1,3338.3
0xsmoke0012,1770003835,0.8,0.82,0.18,0.2,456.2,116.1,412.0,474.7,3861.0,1017.5
0xsmoke0012,1770003840,0.83,0.85,0.15,0.17,89.5,200.2,391.5,115.2,2520.4,699.8
0xsmoke0012,1770003845,0.87,0.89,0.11,0.13,94.4,406.9,325.7,135.8,3642.8,2071.3
0xsmoke0012,1770003850,0.87,0.89,0.11,0.13,300.5,172.2,237.7,403.8,4390.2,4318.9
0xsmoke0012,1770003855,0.83,0.85,0.15,0.17,442.6,113.2,492.7,70.3,4546.4,4062.6
0xsmoke0012,1770003860,0.87,0.89,0.11,0.13,405.7,480.9,123.8,342.2,520.0,3489.6
0xsmoke0012,1770003865,0.86,0.88,0.12,0.14,350.5,62.1,231.5,440.1,1878.9,4861.4
0xsmoke0012,1770003870,0.84,0.86,0.14,0.16,131.9,471.3,119.9,317.3,4742.3,4732.9
0xsmoke0012,1770003875,0.88,0.9,0.1,0.12,145.5,275.3,181.4,191.4,1928.8,1408.1
0xsmoke0012,1770003880,0.91,0.93,0.07,0.09,387.8,55.8,307.9,215.2,3425.1,3112.6
0xsmoke0012,1770003885,0.87,0.89,0.11,0.13,399.8,307.4,454.3,313.3,4443.7,4388.4
0xsmoke0012,1770003890,0.95,0.97,0.03,0.05,198.2,269.0,85.6,376.3,3407.8,4182.6
0xsmoke0012,1770003895,0.97,0.99,0.01,0.03,107.8,340.8,379.5,83.2,638.3,1961.4
0xsmoke0012,1770003900,0.97,0.99,0.01,0.03,73.4,93.9,141.8,56.4,1165.2,615.3
0xsmoke0013,1770003905,0.55,0.57,0.43,0.45,386.9,347.6,322.0,260.5,1343.7,717.1
0xsmoke0013,1770003910,0.53,0.55,0.45,0.47,476.2,416.3,306.5,326.0,3853.4,4198.7
0xsmoke0013,1770003915,0.54,0.56,0.44,0.46,411.0,341.7,175.1,179.4,1271.2,2963.2
0xsmoke0013,1770003920,0.55,0.57,0.43,0.45,405.4,124.9,103.9,176.8,1239.7,1140.9
0xsmoke0013,1770003925,0.43,0.45,0.55,0.57,191.6,304.5,191.9,493.1,3164.6,1128.2
0xsmoke0013,1770003930,0.53,0.55,0.45,0.47,180.4,254.8,179.3,270.3,1883.2,1942.9
0xsmoke0013,1770003935,0.51,0.53,0.47,0.49,482.0,143.3,177.2,234.6,1030.4,1530.8
0xsmoke0013,1770003940,0.51,0.53,0.47,0.49,312.7,291.4,215.9,354.5,3855.3,1693.5
0xsmoke0013,1770003945,0.48,0.5,0.5,0.52,331.4,235.1,423.6,54.4,2937.1,2068.9
0xsmoke0013,1770003950,0.59,0.61,0.39,0.41,440.6,147.6,404.9,434.3,4853.5,1023.6
0xsmoke0013,1770003955,0.55,0.57,0.43,0.45,87.8,194.2,458.0,339.7,1196.8,975.1
0xsmoke0013,1770003960,0.55,0.57,0.43,0.45,314.3,135.5,182.1,95.4,4961.2,2555.8
0xsmoke0013,1770003965,0.59,0.61,0.39,0.41,141.9,218.8,341.1,386.0,4581.2,1614.3
0xsmoke0013,1770003970,0.5,0.52,0.48,0.5,231.4,188.8,418.8,217.1,2180.8,2761.5
0xsmoke0013,1770003975,0.6,0.62,0.38,0.4,209.0,53.9,380.9,101.6,4344.3,1611.1
0xsmoke0013,1770003980,0.57,0.59,0.41,0.43,290.9,458.3,221.3,266.2,2366.4,1004.5
0xsmoke0013,1770003985,0.59,0.61,0.39,0.41,462.5,472.7,164.7,464.0,571.1,3733.9
0xsmoke0013,1770003990,0.58,0.6,0.4,0.42,241.7,235.7,245.7,473.5,2085.1,581.3
0xsmoke0013,1770003995,0.66,0.68,0.32,0.34,387.2,107.8,76.4,137.9,4899.9,2500.8
0xsmoke0013,1770004000,0.61,0.63,0.37,0.39,346.3,219.9,298.8,498.2,3646.0,2907.0
0xsmoke0013,1770004005,0.63,0.65,0.35,0.37,277.5,253.8,432.8,481.1,3737.7,2143.5
0xsmoke0013,1770004010,0.61,0.63,0.37,0.39,54.0,157.9,399.6,270.0,4354.3,3515.5
0xsmoke0013,1770004015,0.6,0.62,0.38,0.4,412.6,274.0,350.3,270.4,2086.4,3942.6
0xsmoke0013,1770004020,0.53,0.55,0.45,0.47,489.7,482.4,423.7,260.4,2524.9,2311.0
0xsmoke0013,1770004025,0.59,0.61,0.39,0.41,149.8,409.6,446.5,275.3,4338.4,1812.4
0xsmoke0013,1770004030,0.5,0.52,0.48,0.5,488.0,351.7,483.3,376.7,3620.5,2628.8
0xsmoke0013,1770004035,0.53,0.55,0.45,0.47,106.4,422.5,131.7,358.9,1220.5,3898.3
0xsmoke0013,1770004040,0.58,0.6,0.4,0.42,328.2,67.5,381.7,264.1,4396.0,1170.3
0xsmoke0013,1770004045,0.59,0.61,0.39,0.41,463.6,426.8,459.1,284.3,3534.7,4697.9
0xsmoke0013,1770004050,0.61,0.63,0.37,0.39,89.3,119.7,51.2,100.1,622.5,2231.6
0xsmoke0013,1770004055,0.61,0.63,0.37,0.39,437.5,233.9,122.4,459.0,4626.2,4898.5
0xsmoke0013,1770004060,0.66,0.68,0.32,0.34,315.9,333.7,290.4,134.5,4643.2,2914.9
0xsmoke0013,1770004065,0.73,0.75,0.25,0.27,205.8,377.3,141.3,399.4,1445.0,2447.1
0xsmoke0013,1770004070,0.72,0.74,0.26,0.28,107.5,447.7,203.2,388.2,4510.6,1772.6
0xsmoke0013,1770004075,0.72,0.74,0.26,0.28,286.3,156.0,443.3,124.2,3746.1,615.5
0xsmoke0013,1770004080,0.74,0.76,0.24,0.26,138.6,433.5,319.6,346.8,870.4,1888.8
0xsmoke0013,1770004085,0.74,0.76,0.24,0.26,325.9,390.9,275.8,142.4,4612.8,1687.5
0xsmoke0013,1770004090,0.72,0.74,0.26,0.28,342.0,88.8,394.1,370.4,2224.4,2818.0
0xsmoke0013,1770004095,0.72,0.74,0.26,0.28,83.6,85.8,208.6,52.9,1335.0,2145.1
0xsmoke0013,1770004100,0.77,0.79,0.21,0.23,282.0,128.1,391.7,407.5,3482.5,3595.7
0xsmoke0013,1770004105,0.78,0.8,0.2,0.22,427.2,313.3,129.9,358.0,3323.3,3059.0
0xsmoke0013,1770004110,0.73,0.75,0.25,0.27,395.1,378.5,315.1,80.2,1543.8,4905.0
0xsmoke0013,1770004115,0.8,0.82,0.18,0.2,334.8,109.2,307.1,323.9,3929.4,4860.1
0xsmoke0013,1770004120,0.86,0.88,0.12,0.14,190.7,121.9,200.4,249.5,4839.0,2800.6
0xsmoke0013,1770004125,0.78,0.8,0.2,0.22,380.1,56.1,154.8,293.1,757.9,1178.0
0xsmoke0013,1770004130,0.82,0.84,0.16,0.18,353.3,112.4,103.1,429.5,2625.8,1922.5
0xsmoke0013,1770004135,0.89,0.91,0.09,0.11,351.0,497.4,96.6,395.8,2570.6,1616.4
0xsmoke0013,1770004140,0.87,0.89,0.11,0.13,106.1,99.0,361.5,368.8,1596.9,1882.4
0xsmoke0013,1770004145,0.87,0.89,0.11,0.13,224.4,206.8,475.5,294.9,2921.9,3247.5
0xsmoke0013,1770004150,0.84,0.86,0.14,0.16,229.6,404.9,343.1,450.5,1897.2,2640.1
0xsmoke0013,1770004155,0.91,0.93,0.07,0.09,133.5,91.0,139.5,123.7,2475.6,2349.6
0xsmoke0013,1770004160,0.88,0.9,0.1,0.12,400.2,293.3,345.5,260.8,1896.4,2766.0
0xsmoke0013,1770004165,0.89,0.91,0.09,0.11,479.7,417.5,80.0,338.0,909.1,3299.6
0xsmoke0013,1770004170,0.83,0.85,0.15,0.17,364.6,103.8,240.7,137.8,3473.1,3697.6
0xsmoke0013,1770004175,0.97,0.99,0.01,0.03,210.4,319.1,143.7,468.4,4722.3,636.6
0xsmoke0013,1770004180,0.87,0.89,0.11,0.13,373.1,153.9,64.9,50.9,3680.8,555.1
0xsmoke0013,1770004185,0.92,0.94,0.06,0.08,409.3,73.7,368.0,244.0,2253.1,2677.9
0xsmoke0013,1770004190,0.97,0.99,0.01,0.03,437.8,351.5,224.5,104.1,2769.2,4995.6
0xsmoke0013,1770004195,0.94,0.96,0.04,0.06,80.6,210.3,261.3,232.5,1003.7,1338.3
0xsmoke0013,1770004200,0.95,0.97,0.03,0.05,374.5,372.4,352.4,353.2,538.6,1481.5
0xsmoke0014,1770004205,0.44,0.46,0.54,0.56,165.3,224.7,229.7,202.9,546.8,4392.9
0xsmoke0014,1770004210,0.52,0.54,0.46,0.48,327.1,172.8,252.6,460.5,3198.5,3635.7
0xsmoke0014,1770004215,0.54,0.56,0.44,0.46,491.4,344.8,98.7,277.5,4649.9,1082.8
0xsmoke0014,1770004220,0.52,0.54,0.46,0.48,72.7,81.5,123.6,396.9,3197.7,3792.7
0xsmoke0014,1770004225,0.47,0.49,0.51,0.53,403.9,126.4,211.9,236.9,3561.3,3924.5
0xsmoke0014,1770004230,0.45,0.47,0.53,0.55,323.6,176.5,316.9,429.5,2476.8,3882.4
0xsmoke0014,1770004235,0.46,0.48,0.52,0.54,280.8,323.6,113.0,146.9,1289.6,2907.9
0xsmoke0014,1770004240,0.45,0.47,0.53,0.55,368.4,143.8,200.2,115.6,3442.6,2392.4
0xsmoke0014,1770004245,0.44,0.46,0.54,0.56,151.2,477.1,266.8,496.0,1945.5,1470.3
0xsmoke0014,1770004250,0.51,0.53,0.47,0.49,460.5,123.7,437.9,314.3,4569.1,4758.0
0xsmoke0014,1770004255,0.42,0.44,0.56,0.58,473.5,131.2,249.7,249.5,1603.1,2677.7
0xsmoke0014,1770004260,0.43,0.45,0.55,0.57,98.8,266.4,286.5,138.4,3389.4,1637.4
0xsmoke0014,1770004265,0.43,0.45,0.55,0.57,307.3,387.0,470.7,466.7,2759.4,1682.5
0xsmoke0014,1770004270,0.48,0.5,0.5,0.52,403.9,392.1,407.3,425.1,3042.5,4538.7
0xsmoke0014,1770004275,0.41,0.43,0.57,0.59,334.1,426.7,343.4,395.5,4684.3,2279.4
0xsmoke0014,1770004280,0.41,0.43,0.57,0.59,184.3,268.9,443.1,488.1,4764.1,3909.3
0xsmoke0014,1770004285,0.44,0.46,0.54,0.56,448.0,324.5,159.6,58.0,3925.2,3921.3
0xsmoke0014,1770004290,0.43,0.45,0.55,0.57,311.0,346.1,373.3,289.2,3463.5,1509.4
0xsmoke0014,1770004295,0.4,0.42,0.58,0.6,332.9,305.9,165.7,107.0,3445.2,1006.6
0xsmoke0014,1770004300,0.42,0.44,0.56,0.58,131.9,397.4,210.1,455.6,1515.3,1209.3
0xsmoke0014,1770004305,0.34,0.36,0.64,0.66,398.1,207.3,262.4,347.8,1828.4,2250.5
0xsmoke0014,1770004310,0.37,0.39,0.61,0.63,186.3,115.7,458.9,105.2,4941.1,4300.3
0xsmoke0014,1770004315,0.42,0.44,0.56,0.58,437.3,78.9,303.2,209.1,1853.4,4526.6
0xsmoke0014,1770004320,0.42,0.44,0.56,0.58,437.9,85.4,354.8,178.5,2871.1,4663.8
0xsmoke0014,1770004325,0.41,0.43,0.57,0.59,94.6,187.3,269.6,372.6,525.2,4387.7
0xsmoke0014,1770004330,0.49,0.51,0.49,0.51,480.3,141.1,146.0,424.8,2816.2,1603.6
0xsmoke0014,1770004335,0.44,0.46,0.54,0.56,147.5,353.8,379.8,209.4,4629.4,2793.6
0xsmoke0014,1770004340,0.43,0.45,0.55,0.57,227.6,231.5,211.5,421.1,2480.8,1541.1
0xsmoke0014,1770004345,0.36,0.38,0.62,0.64,466.5,337.5,97.3,238.6,2599.9,562.6
0xsmoke0014,1770004350,0.4,0.42,0.58,0.6,462.3,95.7,298.5,190.6,1453.2,1734.1
0xsmoke0014,1770004355,0.31,0.33,0.67,0.69,359.7,215.0,364.9,416.9,3077.0,2046.3
0xsmoke0014,1770004360,0.3,0.32,0.68,0.7,343.1,353.6,401.5,112.0,707.7,4456.0
0xsmoke0014,1770004365,0.32,0.34,0.66,0.68,92.4,369.1,75.3,334.4,2996.9,3718.7
0xsmoke0014,1770004370,0.3,0.32,0.68,0.7,458.9,473.2,493.1,394.7,1902.4,4903.4
0xsmoke0014,1770004375,0.2,0.22,0.78,0.8,373.3,347.6,143.0,433.9,3410.8,1494.0
0xsmoke0014,1770004380,0.25,0.27,0.73,0.75,114.6,244.8,495.3,222.7,2279.5,4113.7
0xsmoke0014,1770004385,0.25,0.27,0.73,0.75,103.9,385.6,108.7,325.1,4175.4,3033.8
0xsmoke0014,1770004390,0.25,0.27,0.73,0.75,142.9,293.2,479.4,344.2,3636.0,3179.5
0xsmoke0014,1770004395,0.19,0.21,0.79,0.81,323.5,54.3,236.4,415.3,1420.0,3417.8
0xsmoke0014,1770004400,0.27,0.29,0.71,0.73,120.4,436.0,159.7,483.2,2050.5,3252.2
0xsmoke0014,1770004405,0.25,0.27,0.73,0.75,419.0,268.6,137.5,326.7,3145.3,787.8
0xsmoke0014,1770004410,0.19,0.21,0.79,0.81,464.3,286.6,131.5,339.8,2542.4,4612.1
0xsmoke0014,1770004415,0.25,0.27,0.73,0.75,61.8,122.6,128.9,478.0,2117.0,2069.8
0xsmoke0014,1770004420,0.13,0.15,0.85,0.87,142.8,329.9,476.5,459.5,1221.6,2619.8
0xsmoke0014,1770004425,0.17,0.19,0.81,0.83,365.0,160.7,129.6,172.4,1088.2,3723.9
0xsmoke0014,1770004430,0.17,0.19,0.81,0.83,230.0,173.9,221.1,187.4,2090.7,3690.2
